"id","y"
281,1
282,1
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,1
292,1
293,0
294,1
295,0
296,0
297,0
298,0
299,0
300,1
301,1
302,0
303,1
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,1
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,1
323,1
324,0
325,0
326,0
327,1
328,0
329,1
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,1
338,1
339,0
340,0
341,0
342,1
343,0
344,1
345,0
346,0
347,0
348,0
349,0
350,0
351,1
352,0
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,1
361,1
362,0
363,0
364,1
365,1
366,1
367,1
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,1
376,0
377,0
378,1
379,1
380,1
381,0
382,0
383,1
384,1
385,0
386,1
387,0
388,0
389,0
390,0
391,1
392,0
393,0
394,0
395,1
396,0
397,1
398,0
399,1
400,0
401,0
402,1
403,1
404,0
405,0
406,0
407,1
408,1
409,1
410,0
411,1
412,0
413,0
414,0
415,1
416,1
417,0
418,0
419,0
420,1
421,0
422,0
423,0
424,0
425,1
426,1
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,1
440,0
441,1
442,0
443,0
444,1
445,0
446,1
447,1
448,1
449,1
450,0
451,0
452,1
453,1
454,1
455,0
456,1
457,0
458,0
459,0
460,0
461,1
462,0
463,0
464,0
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,0
475,1
476,1
477,1
478,1
479,1
480,1
481,0
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,1
493,0
494,1
495,1
496,0
497,0
498,0
499,0
500,1
501,0
502,0
503,1
504,0
505,0
506,1
507,1
508,0
509,0
510,1
511,0
512,0
513,0
514,1
515,1
516,1
517,0
518,0
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,0
531,1
532,1
533,0
534,1
535,1
536,0
537,0
538,1
539,1
540,1
541,0
542,0
543,1
544,0
545,1
546,1
547,1
548,0
549,0
550,1
551,0
552,0
553,0
554,1
555,1
556,1
557,0
558,0
559,1
560,1
561,0
562,0
563,1
564,1
565,1
566,1
567,0
568,1
569,0
570,0
571,1
572,1
573,0
574,1
575,0
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,1
591,0
592,1
593,0
594,0
595,1
596,0
597,0
598,1
599,1
600,0
601,1
602,0
603,0
604,0
605,0
606,0
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,1
619,0
620,0
621,1
622,1
623,0
624,0
625,1
626,0
627,1
628,0
629,0
630,0
631,1
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,1
644,1
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,0
653,1
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,1
662,1
663,1
664,0
665,0
666,0
667,0
668,0
669,1
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,0
678,0
679,1
680,0
681,0
682,1
683,0
684,0
685,0
686,1
687,1
688,1
689,1
690,0
691,1
692,1
693,1
694,0
695,1
696,1
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,1
706,0
707,0
708,0
709,1
710,0
711,1
712,1
713,0
714,1
715,0
716,1
717,1
718,1
719,1
720,1
721,0
722,0
723,0
724,0
725,0
726,0
727,1
728,1
729,1
730,0
731,0
732,0
733,1
734,1
735,1
736,0
737,1
738,0
739,0
740,0
741,1
742,0
743,0
744,0
745,1
746,0
747,0
748,0
749,0
750,1
751,1
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,1
765,0
766,0
767,0
768,0
769,1
770,1
771,1
772,0
773,0
774,0
775,0
776,1
777,0
778,0
779,1
780,0
781,0
782,0
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,0
792,0
793,1
794,0
795,1
796,0
797,0
798,1
799,0
800,1
801,0
802,1
803,0
804,1
805,0
806,1
807,0
808,0
809,1
810,1
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,1
819,0
820,1
821,0
822,0
823,0
824,0
825,0
826,1
827,1
828,1
829,1
830,0
831,1
832,1
833,1
834,1
835,0
836,0
837,0
838,0
839,0
840,1
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,1
849,1
850,1
851,0
852,1
853,0
854,0
855,0
856,0
857,1
858,0
859,0
860,1
861,1
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,0
870,1
871,0
872,1
873,0
874,1
875,0
876,0
877,1
878,0
879,0
880,1
881,0
882,0
883,1
884,1
885,0
886,0
887,0
888,0
889,0
890,1
891,0
892,1
893,0
894,1
895,0
896,0
897,1
898,1
899,0
900,1
901,1
902,1
903,1
904,1
905,0
906,1
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,0
919,1
920,0
921,0
922,0
923,1
924,0
925,0
926,0
927,1
928,0
929,1
930,0
931,1
932,1
933,1
934,0
935,0
936,1
937,1
938,0
939,1
940,1
941,0
942,1
943,0
944,1
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,1
953,1
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,1
963,0
964,0
965,0
966,0
967,0
968,0
969,1
970,1
971,0
972,0
973,0
974,0
975,0
976,1
977,0
978,1
979,0
980,1
981,0
982,0
983,1
984,0
985,0
986,0
987,1
988,0
989,0
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,0
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,1
1005,1
1006,0
1007,1
1008,1
1009,1
1010,1
1011,1
1012,0
1013,0
1014,1
1015,1
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,0
1024,1
1025,1
1026,1
1027,1
1028,1
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,0
1036,1
1037,0
1038,1
1039,0
1040,0
1041,1
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,1
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,1
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,1
1102,0
1103,1
1104,0
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,1
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,1
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,1
1128,0
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,0
1153,0
1154,1
1155,1
1156,0
1157,0
1158,1
1159,0
1160,1
1161,0
1162,0
1163,0
1164,1
1165,0
1166,1
1167,0
1168,0
1169,1
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,0
1180,0
1181,0
1182,1
1183,0
1184,0
1185,0
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,1
1193,1
1194,0
1195,0
1196,0
1197,1
1198,0
1199,1
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,1
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,1
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,1
1248,1
1249,0
1250,0
1251,1
1252,0
1253,0
1254,1
1255,0
1256,1
1257,0
1258,0
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,1
1266,0
1267,1
1268,1
1269,0
1270,0
1271,0
1272,1
1273,1
1274,0
1275,0
1276,1
1277,1
1278,0
1279,1
1280,0
1281,1
1282,1
1283,0
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,0
1315,1
1316,0
1317,1
1318,1
1319,1
1320,0
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,0
1336,1
1337,1
1338,0
1339,1
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,0
1348,0
1349,1
1350,0
1351,1
1352,1
1353,0
1354,1
1355,0
1356,1
1357,1
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,1
1375,1
1376,1
1377,0
1378,0
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,1
1389,0
1390,0
1391,1
1392,0
1393,1
1394,1
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,1
1402,0
1403,0
1404,0
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,1
1440,0
1441,1
1442,1
1443,1
1444,0
1445,0
1446,1
1447,0
1448,1
1449,1
1450,0
1451,1
1452,1
1453,1
1454,0
1455,1
1456,1
1457,1
1458,0
1459,0
1460,0
1461,0
1462,1
1463,1
1464,1
1465,0
1466,0
1467,1
1468,1
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,0
1486,0
1487,1
1488,1
1489,0
1490,0
1491,0
1492,0
1493,0
1494,1
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,1
1502,1
1503,1
1504,1
1505,0
1506,0
1507,1
1508,1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,0
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,0
1545,1
1546,1
1547,0
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,1
1556,1
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,1
1570,0
1571,0
1572,0
1573,0
1574,1
1575,0
1576,0
1577,0
1578,1
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,0
1589,0
1590,1
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,0
1613,0
1614,1
1615,0
1616,1
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,0
1629,0
1630,1
1631,0
1632,0
1633,0
1634,0
1635,0
1636,1
1637,0
1638,1
1639,0
1640,1
1641,1
1642,1
1643,0
1644,1
1645,1
1646,0
1647,1
1648,1
1649,0
1650,0
1651,0
1652,0
1653,1
1654,1
1655,0
1656,1
1657,1
1658,0
1659,0
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,1
1688,1
1689,1
1690,1
1691,1
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,1
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,0
1711,1
1712,0
1713,0
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,1
1721,0
1722,0
1723,1
1724,1
1725,1
1726,0
1727,1
1728,1
1729,0
1730,1
1731,0
1732,1
1733,0
1734,0
1735,1
1736,1
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,1
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,0
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,0
1772,0
1773,1
1774,1
1775,1
1776,0
1777,1
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,0
1786,1
1787,0
1788,0
1789,1
1790,0
1791,0
1792,1
1793,0
1794,0
1795,1
1796,0
1797,0
1798,1
1799,0
1800,0
1801,1
1802,0
1803,0
1804,1
1805,0
1806,1
1807,0
1808,0
1809,1
1810,1
1811,1
1812,1
1813,1
1814,0
1815,0
1816,1
1817,0
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,0
1826,1
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,0
1834,0
1835,1
1836,0
1837,1
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1875,0
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,1
1899,1
1900,1
1901,1
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,1
1915,0
1916,1
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,0
1925,0
1926,1
1927,0
1928,1
1929,0
1930,1
1931,0
1932,0
1933,1
1934,0
1935,1
1936,0
1937,1
1938,0
1939,1
1940,0
1941,0
1942,1
1943,1
1944,0
1945,1
1946,0
1947,0
1948,1
1949,0
1950,0
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,0
1966,0
1967,1
1968,0
1969,1
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,1
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,1
2009,1
2010,0
2011,1
2012,0
2013,0
2014,1
2015,0
2016,1
2017,0
2018,1
2019,0
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,1
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,0
2055,0
2056,1
2057,0
2058,1
2059,1
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,1
2072,1
2073,1
2074,0
2075,0
2076,0
2077,0
2078,1
2079,0
2080,0
2081,0
2082,1
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,1
2090,1
2091,1
2092,0
2093,0
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,0
2114,0
2115,1
2116,0
2117,0
2118,1
2119,0
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,0
2127,1
2128,1
2129,0
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,1
2137,1
2138,1
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,1
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,0
2174,1
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,1
2188,0
2189,0
2190,1
2191,0
2192,1
2193,1
2194,0
2195,1
2196,0
2197,1
2198,1
2199,1
2200,0
2201,0
2202,0
2203,0
2204,1
2205,1
2206,0
2207,1
2208,0
2209,0
2210,1
2211,0
2212,1
2213,1
2214,0
2215,0
2216,0
2217,1
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,0
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,0
2243,0
2244,1
2245,0
2246,0
2247,0
2248,0
2249,1
2250,0
2251,0
2252,1
2253,0
2254,1
2255,0
2256,1
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,0
2278,0
2279,1
2280,1
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,0
2294,1
2295,1
2296,0
2297,0
2298,1
2299,1
2300,1
2301,1
2302,1
2303,0
2304,0
2305,0
2306,1
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,1
2316,0
2317,0
2318,1
2319,0
2320,0
2321,0
2322,0
2323,1
2324,1
2325,0
2326,0
2327,0
2328,0
2329,0
2330,1
2331,1
2332,0
2333,0
2334,1
2335,1
2336,1
2337,0
2338,0
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,1
2350,1
2351,1
2352,0
2353,0
2354,1
2355,1
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,1
2366,1
2367,0
2368,0
2369,1
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,1
2379,1
2380,0
2381,0
2382,0
2383,1
2384,1
2385,0
2386,1
2387,1
2388,0
2389,0
2390,1
2391,0
2392,1
2393,0
2394,0
2395,1
2396,0
2397,1
2398,0
2399,0
2400,1
2401,1
2402,1
2403,0
2404,1
2405,1
2406,1
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,1
2414,0
2415,1
2416,0
2417,0
2418,0
2419,1
2420,0
2421,1
2422,0
2423,0
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,1
2434,0
2435,1
2436,1
2437,1
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,1
2445,0
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,1
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,1
2486,0
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,0
2496,1
2497,0
2498,0
2499,0
2500,1
2501,0
2502,1
2503,0
2504,1
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,1
2516,1
2517,1
2518,0
2519,0
2520,1
2521,1
2522,0
2523,1
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,1
2531,0
2532,0
2533,0
2534,1
2535,0
2536,1
2537,1
2538,0
2539,0
2540,1
2541,0
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,1
2556,0
2557,1
2558,0
2559,1
2560,1
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,0
2568,1
2569,1
2570,1
2571,0
2572,0
2573,0
2574,0
2575,1
2576,1
2577,1
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,1
2587,0
2588,1
2589,1
2590,0
2591,1
2592,0
2593,0
2594,1
2595,0
2596,0
2597,0
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,0
2606,1
2607,0
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,1
2615,0
2616,0
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,0
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,0
2637,0
2638,0
2639,1
2640,0
2641,1
2642,1
2643,1
2644,1
2645,0
2646,1
2647,1
2648,1
2649,0
2650,0
2651,1
2652,0
2653,1
2654,1
2655,0
2656,1
2657,1
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,1
2668,0
2669,0
2670,1
2671,1
2672,0
2673,0
2674,0
2675,1
2676,0
2677,1
2678,1
2679,1
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,1
2690,0
2691,1
2692,0
2693,1
2694,1
2695,0
2696,1
2697,0
2698,0
2699,1
2700,0
2701,0
2702,1
2703,0
2704,0
2705,1
2706,0
2707,1
2708,1
2709,0
2710,0
2711,1
2712,1
2713,0
2714,1
2715,1
2716,1
2717,0
2718,1
2719,1
2720,1
2721,0
2722,0
2723,0
2724,1
2725,0
2726,0
2727,1
2728,0
2729,1
2730,1
2731,0
2732,1
2733,0
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,0
2742,1
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,1
2753,1
2754,0
2755,1
2756,0
2757,1
2758,1
2759,1
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,0
2767,0
2768,1
2769,0
2770,1
2771,0
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,0
2781,1
2782,0
2783,0
2784,1
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,0
2793,0
2794,1
2795,0
2796,1
2797,0
2798,0
2799,0
2800,0
2801,1
2802,1
2803,1
2804,0
2805,0
2806,1
2807,0
2808,1
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,0
2825,0
2826,0
2827,0
2828,1
2829,0
2830,0
2831,1
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,1
2845,0
2846,1
2847,0
2848,0
2849,1
2850,1
2851,1
2852,1
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
2860,1
2861,1
2862,0
2863,1
2864,1
2865,1
2866,0
2867,1
2868,0
2869,0
2870,1
2871,0
2872,1
2873,1
2874,1
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2886,0
2887,0
2888,0
2889,0
2890,1
2891,1
2892,1
2893,1
2894,0
2895,0
2896,1
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,1
2914,0
2915,1
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,0
2938,1
2939,0
2940,0
2941,1
2942,0
2943,1
2944,1
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,1
2957,1
2958,0
2959,0
2960,1
2961,1
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,0
2974,0
2975,0
2976,0
2977,1
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,0
2985,1
2986,0
2987,0
2988,0
2989,0
2990,1
2991,1
2992,1
2993,1
2994,1
2995,0
2996,1
2997,0
